;Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year
5124;Coo: Tooi Umi kara Kita Coo;2055;Movie;1;1 hr. 56 min.;Toei Animation;Novel;Adventure,Drama,Mystery,Slice of Life;N\A; G - All Ages  ;9627;6.67;N\A;1993
5125;Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess;12499;Movie;1;1 hr. 50 min.;Shin-Ei Animation;Manga;N\A;N\A; G - All Ages  ;7797;6.67;Seinen;2012
5126;Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest;14893;OVA;1;24 min.;feel.;Light;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;2325;6.67;N\A;2013
5127;Eureka Seven AO;12471;TV;24;24 min. per ep.;Bones;Manga;Action,Adventure,Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1807;6.67;N\A;2012
5128;Eureka Seven AO: One More Time - Lord Don't Slow Me Down;34776;ONA;5;4 min. per ep.;Bones;Manga;Action,Adventure,Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;6124;6.67;N\A;2017
5129;Fate/Prototype;12565;OVA;1;12 min.;Lerche;Original;Action,Fantasy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;1656;6.67;Shounen;2011
5130;Gad Guard;271;TV;26;25 min. per ep.;Gonzo;Original;Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4923;6.67;Shounen;2003
5131;Hanaukyou Maid-tai OVA;797;OVA;3;14 min. per ep.;Daume;Manga;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;5610;6.67;N\A;2001
5132;Harukana Receive;35983;TV;12;23 min. per ep.;C2C;Manga;Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;1718;6.67;N\A;2018
5133;Hataraku Saibou Specials;39605;Special;5;4 min. per ep.;add some;Manga;N\A;N\A; G - All Ages  ;4623;6.67;Shounen;2018
5134;Hatsukoi Limited.: Gentei Shoujo;6882;Special;6;4 min. per ep.;J.C.Staff;Manga;Comedy,Ecchi;N\A; PG-13 - Teens 13 or older  ;4474;6.67;Shounen;2009
5135;Heisei Inu Monogatari Bow;2749;TV;40;25 min. per ep.;Nippon Animation;Original;Adventure,Comedy;N\A; G - All Ages  ;11561;6.67;N\A;1993
5136;Inazuma Eleven Go: TCG CM NG-shuu;16964;Special;1;6 min.;OLM;Unknown;N\A;N\A; G - All Ages  ;8655;6.67;N\A;2012
5137;Inazuma Eleven: Ares no Tenbin;33733;TV;26;23 min. per ep.;OLM;Game;N\A;N\A; G - All Ages  ;3235;6.67;N\A;2018
5138;IS: Infinite Stratos;9041;TV;12;24 min. per ep.;8bit;Light;Action,Comedy,Sci-Fi,Ecchi;Harem,Mecha; PG-13 - Teens 13 or older  ;284;6.67;N\A;2011
5139;Jaku-Chara Tomozaki-kun Specials;45604;Special;2;13 min. per ep.;Project No.9;Light;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;3485;6.67;N\A;2021
5140;Jewelpet Sunshine;10359;TV;52;25 min. per ep.;Studio Comet;Original;N\A;N\A; PG - Children  ;7504;6.67;Shoujo;2011
5141;Jigoku Sensei Nube (Movie);8208;Movie;1;48 min.;Toei Animation;Unknown;Adventure,Comedy,Horror,Supernatural;N\A; PG-13 - Teens 13 or older  ;9097;6.67;Shounen;1996
5142;Joker Game: Kuroneko Yoru no Bouken;33129;Special;2;4 min. per ep.;Production I.G;Novel;N\A;Historical,Military; R - 17+ (violence & profanity)  ;4695;6.67;N\A;2016
5143;Kimagure Orange☆Road: Tanabata Special;14059;OVA;1;40 min.;Studio Pierrot;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;10160;6.67;Shounen;1987
5144;Koutetsu Tenshi Kurumi Encore;557;OVA;4;15 min. per ep.;OLM;Original;Comedy,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;6495;6.67;Shounen;2000
5145;Kyouryuu Boukenki Jura Tripper;2487;TV;39;25 min. per ep.;Production Reed;Other;Adventure,Drama,Fantasy,Sci-Fi;N\A; G - All Ages  ;10182;6.67;N\A;1995
5146;Ling Yu 3rd Season;36791;ONA;12;14 min. per ep.;Haoliners Animation League;Novel;N\A;N\A; PG-13 - Teens 13 or older  ;10045;6.67;N\A;2016
5147;Long Riders!;30652;TV;12;23 min. per ep.;Actas;Manga;Comedy,Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;3703;6.67;Shounen;2016
5148;Majokko Megu-chan;3388;TV;72;25 min. per ep.;Toei Animation;Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;8736;6.67;Shoujo;1974
5149;Master Mosquiton;1805;OVA;6;27 min. per ep.;add some;Manga;Action,Adventure,Comedy,Supernatural;Demons,Vampire; PG-13 - Teens 13 or older  ;7016;6.67;N\A;1996
5150;Monster Strike the Movie: Lucifer - Zetsubou no Yoake;41519;Movie;1;2 hr. 7 min.;Anima,Dynamo Pictures;Game;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;8552;6.67;N\A;2020
5151;Nekogami Yaoyorozu: Ohanami Ghostbusters;10936;OVA;1;27 min.;AIC PLUS+;Manga;Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;8065;6.67;Seinen;2012
5152;Night Wizard;2970;TV;13;25 min. per ep.;Hal Film Maker;Game;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;3118;6.67;Shounen;2007
5153;Nurarihyon no Mago: Sennen Makyou Recaps;11083;Special;2;20 min. per ep.;Studio Deen;Manga;Action,Supernatural;N\A; PG-13 - Teens 13 or older  ;5146;6.67;Shounen;2011
5154;Nyanpire The Animation;10197;TV;12;4 min. per ep.;Gonzo;Manga;Comedy,Supernatural;N\A; G - All Ages  ;3621;6.67;N\A;2011
5155;Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.;9922;TV;12;24 min. per ep.;Nomad;Visual;Comedy,Drama,Romance,Ecchi;N\A; R+ - Mild Nudity  ;1927;6.67;N\A;2011
5156;Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA;49457;OVA;1;28 min.;add some;Light;Comedy,Drama,Fantasy,Romance;Harem,School; PG-13 - Teens 13 or older  ;4945;6.67;Shoujo;2021
5157;Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken;6275;Special;1;25 min.;OLM;Game;Adventure,Fantasy;N\A; PG - Children  ;5509;6.67;Kids;2009
5158;Pretty Rhythm: Dear My Future;12863;TV;51;23 min. per ep.;Tatsunoko Production,Dongwoo A&E;Game;Slice of Life,Sports;N\A; PG - Children  ;5956;6.67;Shoujo;2012
5159;Re:Stage! Dream Days♪;38009;TV;12;23 min. per ep.;Yumeta Company,Graphinica;Mixed;N\A;Music,School; PG-13 - Teens 13 or older  ;5531;6.67;N\A;2019
5160;Rilu Rilu Fairilu: Mahou no Kagami;34927;TV;51;23 min. per ep.;Studio Deen;Original;Fantasy,Slice of Life;N\A; G - All Ages  ;10221;6.67;N\A;2017
5161;Road to You;36492;ONA;3;3 min. per ep.;Sunrise,The Answer Studio;Original;Drama,Romance;N\A; G - All Ages  ;5330;6.67;N\A;2017
5162;Sasami-san@Ganbaranai;14515;TV;12;24 min. per ep.;Shaft;Light;Comedy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;1976;6.67;N\A;2013
5163;Sengoku Majin Goushougun: Toki no Etranger;2511;Movie;1;1 hr. 28 min.;Production Reed;Unknown;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;8875;6.67;N\A;1985
5164;Shika no Ou: Yuna to Yakusoku no Tabi;38015;Movie;1;1 hr. 54 min.;Production I.G;Novel;Action,Adventure,Fantasy;N\A; None  ;4277;6.67;N\A;2022
5165;Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!;7774;OVA;1;25 min.;Doga Kobo;Visual;Comedy,Fantasy,Ecchi;N\A; R+ - Mild Nudity  ;6139;6.67;N\A;2010
5166;Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto;10297;OVA;1;27 min.;Doga Kobo;Visual;N\A;N\A; R+ - Mild Nudity  ;6976;6.67;N\A;2011
5167;Shinkon Gattai Godannar!!;1103;TV;13;25 min. per ep.;OLM,AIC ASTA;Original;Comedy,Romance,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;4536;6.67;N\A;2003
5168;Suki na Mono wa Suki Dakara Shou ga Nai!!;1532;TV;12;24 min. per ep.;Zexcs;Visual;Boys Love,Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2672;6.67;Shoujo;2005
5169;Teekyuu 5;30567;TV;12;2 min. per ep.;Millepensee;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;4344;6.67;Shounen;2015
5170;Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken;7329;Movie;1;54 min.;TMS Entertainment;Unknown;Adventure,Comedy;N\A; PG - Children  ;8987;6.67;Kids;2001
5171;Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden;1377;TV;13;25 min. per ep.;Azeta Pictures;Unknown;Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;7779;6.67;N\A;2004
5172;Urusei Yatsura: Haru da, Tobidase!;1481;Special;1;44 min.;Studio Pierrot;Manga;Action,Adventure,Comedy,Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;7819;6.67;N\A;1982
5173;Mezzo DSA;222;TV;13;25 min. per ep.;Arms;Original;Action,Adventure,Comedy,Mystery,Sci-Fi;N\A; R+ - Mild Nudity  ;4168;6.66;N\A;2004
5174;Mirai Keisatsu Urashiman;2933;TV;50;23 min. per ep.;Tatsunoko Production;Manga;Action,Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;9578;6.66;N\A;1983
5175;Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront;4232;OVA;3;30 min. per ep.;Sunrise;Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;5187;6.66;N\A;2008
5176;Morita-san wa Mukuchi. 2;11615;TV;13;3 min. per ep.;Seven;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4964;6.66;N\A;2011
5177;"Myself ; Yourself Specials";17585;Special;2;3 min. per ep.;Doga Kobo;Visual;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;6206;6.66;N\A;2008
5178;Nobunaga the Fool;21177;TV;24;24 min. per ep.;Satelight;Other;Action,Sci-Fi;Historical,Mecha; R - 17+ (violence & profanity)  ;1752;6.66;N\A;2014
5179;Padak Padak;33238;Movie;1;1 hr. 18 min.;add some;Original;N\A;N\A; PG-13 - Teens 13 or older  ;12219;6.66;N\A;2012
5180;Pokemon: Mewtwo - Kakusei e no Prologue;19099;Special;1;26 min.;OLM;Game;Adventure,Fantasy;N\A; PG - Children  ;5995;6.66;Kids;2013
5181;Qin Shi Ming Yue: Ye Jin Tianming;11841;TV;18;22 min. per ep.;Sparkly Key Animation Studio;Novel;Action,Fantasy;Historical,Martial Arts; PG-13 - Teens 13 or older  ;11049;6.66;N\A;2008
5182;Ranma ½: 1994 Music Calendar;10823;OVA;1;20 min.;add some;Unknown;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;8359;6.66;N\A;
5183;Recorder to Randoseru Do♪;11491;TV;13;3 min. per ep.;Seven;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2553;6.66;Seinen;2012
5184;Rewrite;31716;TV;13;24 min. per ep.;8bit;Visual;Action,Comedy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;981;6.66;N\A;2016
5185;Sacred Seven: Shirogane no Tsubasa;11635;Movie;1;1 hr.;Sunrise;Original;Action,Sci-Fi;School,Super Power; PG-13 - Teens 13 or older  ;6622;6.66;N\A;2012
5186;Sanrio Danshi;34839;TV;12;24 min. per ep.;Studio Pierrot;Mixed;Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2539;6.66;N\A;2018
5187;Sensei no Ojikan: Doki Doki School Hours;533;TV;13;23 min. per ep.;J.C.Staff;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;6024;6.66;N\A;2004
5188;Shaman King (2021);42205;TV;52;23 min. per ep.;Bridge;Manga;Adventure,Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;894;6.66;Shounen;2021
5189;Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X;39967;Movie;1;1 hr. 19 min.;OLM;Other;Action,Sci-Fi;N\A; PG - Children  ;11484;6.66;Kids;2019
5190;Spriggan;420;Movie;1;1 hr. 30 min.;Studio 4°C;Manga;Adventure,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;3852;6.66;Shounen;1998
5191;Stratos 4;421;TV;13;23 min. per ep.;Studio Fantasia;Original;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;5297;6.66;Shounen;2003
5192;Tatakae! Chou Robot Seimeitai Transformers Victory;926;TV;38;23 min. per ep.;Toei Animation;Unknown;Adventure,Sci-Fi;N\A; PG - Children  ;8920;6.66;Shounen;1989
5193;Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi;45753;Special;1;23 min.;8bit;Light;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2938;6.66;N\A;2021
5194;Tokimeki Memorial: Only Love Specials;3686;Special;2;24 min. per ep.;AIC ASTA;Original;N\A;N\A; PG-13 - Teens 13 or older  ;7464;6.66;N\A;2007
5195;Ai Tenshi Densetsu Wedding Peach DX;1957;OVA;4;30 min. per ep.;add some;Unknown;Adventure,Comedy,Romance;N\A; G - All Ages  ;6938;6.66;Shoujo;1996
5196;Ai to Yuuki no Pig Girl Tonde Buurin;2041;TV;51;25 min. per ep.;Nippon Animation;Manga;Adventure,Comedy,Fantasy,Romance;Parody,School; G - All Ages  ;5556;6.66;Shoujo;1994
5197;Anime Tenchou x Touhou Project;9875;Special;1;10 min.;ufotable;Game;N\A;N\A; G - All Ages  ;4705;6.66;N\A;2010
5198;Ao no Kanata no Four Rhythm;28391;TV;12;24 min. per ep.;Gonzo;Visual;Drama,Sci-Fi,Sports;N\A; PG-13 - Teens 13 or older  ;1312;6.66;N\A;2016
5199;Arifureta Shokugyou de Sekai Saikyou;36882;TV;13;23 min. per ep.;asread.,White Fox;Light;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;328;6.66;N\A;2019
5200;Arifureta Shokugyou de Sekai Saikyou Specials;40083;Special;2;8 min. per ep.;asread.,White Fox;Light;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;2583;6.66;N\A;2019
5201;Boku no Tonari ni Ankoku Hakaishin ga Imasu.;38302;TV;12;23 min. per ep.;EMT Squared;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2567;6.66;Josei;2020
5202;Choujikuu Seiki Orguss 02;2090;OVA;6;30 min. per ep.;J.C.Staff;Original;Action,Adventure,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;8401;6.66;N\A;1993
5203;Dahufa;36661;Movie;1;1 hr. 33 min.;Nice Boat Animation;Original;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;12179;6.66;N\A;2017
5204;Dan Doh!!;234;TV;26;24 min. per ep.;Tokyo Kids;Manga;Adventure,Sports;N\A; G - All Ages  ;7944;6.66;Shounen;2004
5205;Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!;894;Movie;1;41 min.;Toei Animation;Manga;Action,Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1570;6.66;Shounen;1989
5206;Dragon Crisis!;9330;TV;12;23 min. per ep.;Studio Deen;Light;Action,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;1154;6.66;Seinen;2011
5207;Fate/Zero: Onegai! Einzbern Soudanshitsu;13263;Special;6;15 min. per ep.;ufotable;Original;N\A;N\A; PG-13 - Teens 13 or older  ;3147;6.66;N\A;2012
5208;Fireball;4362;TV;13;1 min. per ep.;Jinnis Animation Studios;Original;Comedy,Sci-Fi;N\A; G - All Ages  ;5532;6.66;N\A;2008
5209;Future Card Buddyfight Hundred;30039;TV;50;24 min. per ep.;Xebec,OLM;Card;N\A;N\A; PG - Children  ;7236;6.66;N\A;2015
5210;Getsuyoubi no Tawawa 2;49854;ONA;12;5 min. per ep.;Yokohama Animation Lab;Other;Slice of Life,Ecchi;N\A; PG-13 - Teens 13 or older  ;2758;6.66;N\A;2021
5211;Haou Taikei Ryuu Knight;1848;TV;52;25 min. per ep.;Sunrise;Manga;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;8735;6.66;N\A;1994
5212;Hyakka Ryouran: Samurai After;25689;OVA;2;24 min. per ep.;Arms;Light;N\A;N\A; R+ - Mild Nudity  ;4057;6.66;N\A;2015
5213;Jiu Tian Xuan Di Jue;49873;ONA;40;9 min. per ep.;add some;Original;Adventure,Fantasy;Demons,Martial Arts; PG-13 - Teens 13 or older  ;13358;6.66;N\A;2021
5214;Juubee-chan: Lovely Gantai no Himitsu;635;TV;13;25 min. per ep.;Madhouse;Original;Action,Adventure,Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;4376;6.66;Shounen;1999
5215;Kikou Senki Dragonar;865;TV;48;24 min. per ep.;Sunrise;Original;Adventure,Sci-Fi;Mecha,Space; PG-13 - Teens 13 or older  ;7324;6.66;N\A;1987
5216;Kiss x Sis (TV);7593;TV;12;24 min. per ep.;feel.;Manga;Comedy,Romance,Ecchi;Harem,School; PG-13 - Teens 13 or older  ;330;6.66;Seinen;2010
5217;Ling Yu 5th Season;37895;ONA;12;13 min. per ep.;Haoliners Animation League;Novel;N\A;N\A; PG-13 - Teens 13 or older  ;10771;6.66;N\A;2017
5218;Mach GoGoGo;1445;TV;52;25 min. per ep.;Tatsunoko Production;Manga;Adventure,Sports;N\A; PG-13 - Teens 13 or older  ;4840;6.66;Shounen;1967
5219;Mai-HiME: Kuro no Mai/Saigo no Bansan;8062;Special;1;4 min.;Sunrise;Original;N\A;N\A; PG-13 - Teens 13 or older  ;6797;6.66;N\A;2010
5220;Mamotte Shugogetten!;626;TV;22;24 min. per ep.;Toei Animation;Manga;Comedy,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;6036;6.66;Shounen;1998
5221;Megane na Kanojo;9335;OVA;4;14 min. per ep.;AIC Takarazuka;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;4779;6.66;Shounen;2010
5222;.hack//Unison;1487;Special;1;24 min.;Bee Train;Original;Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3902;6.65;N\A;2003
5223;Aikatsu on Parade! (ONA);41555;ONA;6;12 min. per ep.;Bandai Namco Pictures;Game;N\A;Music,School; PG - Children  ;10369;6.65;Shoujo;2020
5224;Akakichi no Eleven;2316;TV;52;25 min. per ep.;add some;Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;9844;6.65;N\A;1970
5225;Amaenaide yo!!: Yasumanaide yo!!;1749;Special;1;23 min.;Studio Deen;Unknown;Comedy,Romance,Supernatural,Ecchi;N\A; R+ - Mild Nudity  ;4743;6.65;N\A;2005
5226;Cardfight!! Vanguard G: Stride Gate-hen;32802;TV;24;24 min. per ep.;TMS Entertainment;Card;N\A;N\A; PG-13 - Teens 13 or older  ;5881;6.65;Shounen;2016
5227;Code:Realize - Sousei no Himegimi;31456;TV;12;23 min. per ep.;M.S.C;Visual;Fantasy,Romance;Harem,Historical,Military; PG-13 - Teens 13 or older  ;2029;6.65;Josei;2017
5228;D.C. I&II P.S.P. Re-Animated;9353;OVA;1;22 min.;Zexcs;Visual;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;6632;6.65;N\A;2010
5229;DNA²;563;TV;12;23 min. per ep.;Madhouse,Studio Deen;Manga;Comedy,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2932;6.65;N\A;1994
5230;Dog Days' Specials;17419;Special;13;1 min. per ep.;Seven Arcs;Unknown;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;5704;6.65;N\A;2012
5231;Dondon Dommel to Ron;2814;TV;52;25 min. per ep.;Telescreen;Original;N\A;N\A; G - All Ages  ;11480;6.65;Kids;1988
5232;Flag Director's Edition: Issenman no Kufura no Kiroku;5136;OVA;1;1 hr. 40 min.;The Answer Studio;Original;N\A;N\A; PG-13 - Teens 13 or older  ;10316;6.65;N\A;2007
5233;Gakuen Heaven: Hamu Hamu Heaven;4353;Special;12;1 min. per ep.;add some;Visual;N\A;N\A; PG-13 - Teens 13 or older  ;6255;6.65;N\A;2006
5234;Ginyuu Mokushiroku Meine Liebe Wieder;771;TV;13;24 min. per ep.;Bee Train;Visual;Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;6276;6.65;Shoujo;2006
5235;Girls & Panzer: Shoukai Shimasu!;16199;Special;2;23 min. per ep.;Actas;Original;N\A;Military,School; PG-13 - Teens 13 or older  ;4258;6.65;N\A;2012
5236;God Eater Prologue;10470;Special;1;12 min.;ufotable;Game;Action,Fantasy,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;3197;6.65;N\A;2009
5237;Granblue Fantasy The Animation;31629;TV;13;23 min. per ep.;A-1 Pictures;Game;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;1073;6.65;N\A;2017
5238;Haikyuu!! Quest Picture Drama;31675;OVA;3;4 min. per ep.;Production I.G;Manga;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;4235;6.65;Shounen;2014
5239;Hikyou Tanken Fam & Ihrlie;1181;OVA;4;29 min. per ep.;Ajia-Do;Manga;Action,Adventure,Comedy,Fantasy;N\A; R+ - Mild Nudity  ;6095;6.65;N\A;1995
5240;Hina Logi: From Luck & Logic;34834;TV;12;23 min. per ep.;Doga Kobo;Card;Action,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;3628;6.65;N\A;2017
5241;Kanojo mo Kanojo;43969;TV;12;24 min. per ep.;Tezuka Productions;Manga;Comedy,Romance;Harem,School; PG-13 - Teens 13 or older  ;775;6.65;Shounen;2021
5242;Kasei Yakyoku;4485;OVA;4;28 min. per ep.;Magic Bus;Manga;Drama,Romance;N\A; R+ - Mild Nudity  ;9105;6.65;N\A;1989
5243;Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken;21701;Special;1;48 min.;Toei Animation;Manga;N\A;N\A; R - 17+ (violence & profanity)  ;10619;6.65;Shounen;1997
5244;Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special;3546;Special;1;24 min.;Tatsunoko Production;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;11381;6.65;N\A;1985
5245;Koisuru Tenshi Angelique: Kagayaki no Ashita Special;7333;Special;1;26 min.;add some;Game;Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;9527;6.65;N\A;2007
5246;Kujira no Kora wa Sajou ni Manabu!;37272;Special;2;10 min. per ep.;J.C.Staff;Manga;Comedy,Drama,Fantasy,Mystery;N\A; PG-13 - Teens 13 or older  ;5636;6.65;Shoujo;2018
5247;Lapis Re:LiGHTs;37587;TV;12;24 min. per ep.;Yokohama Animation Lab;Mixed;N\A;N\A; PG-13 - Teens 13 or older  ;3003;6.65;N\A;2020
5248;Lupin III: Napoleon no Jisho wo Ubae;1423;Special;1;1 hr. 30 min.;add some;Unknown;Action,Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;6867;6.65;Seinen;1991
5249;Mai-Otome Zwei Special;6199;Special;1;4 min.;Sunrise;Original;N\A;N\A; G - All Ages  ;8266;6.65;N\A;2008
5250;Major 2nd;32324;Special;1;39 sec.;add some;Manga;N\A;N\A; G - All Ages  ;8873;6.65;Shounen;2016
5251;Manaria Friends;31537;TV;10;15 min. per ep.;CygamesPictures;Card;Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;1621;6.65;N\A;2019
5252;Medarot Damashii;4052;TV;39;22 min. per ep.;Trans Arts;Game;Action,Adventure,Sci-Fi;N\A; G - All Ages  ;4316;6.65;N\A;2000
5253;Mobile Suit Gundam 0083: The Fading Light of Zeon;2695;Movie;1;1 hr. 59 min.;Sunrise;Original;Action,Adventure,Sci-Fi;Mecha,Space; PG-13 - Teens 13 or older  ;5928;6.65;N\A;1992
5254;Mobile Suit Gundam F91;88;Movie;1;2 hr.;Sunrise;Unknown;Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;3609;6.65;N\A;1991
5255;Mobile Suit Gundam ZZ;86;TV;47;24 min. per ep.;Sunrise;Original;Comedy,Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;3109;6.65;N\A;1986
5256;Mushishi Recap;39738;Special;1;25 min.;add some;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;9324;6.65;N\A;2006
5257;Norimono Oukoku BuBu ChaCha;4054;TV;26;20 min. per ep.;Daume;Original;Comedy,Slice of Life;N\A; G - All Ages  ;12136;6.65;N\A;1999
5258;Nurse Witch Komugi-chan Magikarte Z;921;OVA;2;24 min. per ep.;Tatsunoko Production;Original;N\A;N\A; PG-13 - Teens 13 or older  ;6792;6.65;N\A;2004
5259;Ojamajo Doremi OVA;12591;OVA;3;13 min. per ep.;add some;Unknown;N\A;N\A; G - All Ages  ;9855;6.65;Kids;2002
5260;Otome wa Boku ni Koishiteru Special;2615;Special;1;24 min.;feel.;Visual;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;5170;6.65;N\A;2007
5261;Oyayubi Hime Monogatari;2783;TV;26;24 min. per ep.;add some;Book;Adventure,Fantasy;N\A; G - All Ages  ;10332;6.65;Shoujo;1992
5262;Peace Maker Kurogane Movie 1: Omou Michi;33185;Movie;1;56 min.;White Fox;Manga;Action,Comedy;Historical,Samurai; R - 17+ (violence & profanity)  ;6335;6.65;Shounen;2018
5263;Pokemon Best Wishes! Season 2: Episode N;17115;TV;14;22 min. per ep.;OLM;Game;Action,Adventure,Comedy,Fantasy;N\A; PG - Children  ;2941;6.65;Kids;2013
5264;Re:Zero kara Hajimeru Break Time;33142;Special;11;2 min. per ep.;Studio PuYUKAI;Light;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2177;6.65;N\A;2016
5265;Renai Boukun;32262;TV;12;23 min. per ep.;EMT Squared;Web;Comedy,Romance,Supernatural,Ecchi;Harem,School; PG-13 - Teens 13 or older  ;567;6.65;N\A;2017
5266;Shirayuki Hime no Densetsu;3809;TV;52;24 min. per ep.;Tatsunoko Production;Unknown;Adventure,Fantasy,Romance;N\A; G - All Ages  ;8489;6.65;N\A;1994
5267;Tottoko Hamtarou Hai!;13679;TV;77;5 min. per ep.;add some;Unknown;N\A;N\A; PG - Children  ;7533;6.65;Kids;2006
5268;Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess;7330;Movie;1;54 min.;TMS Entertainment;Unknown;Adventure,Comedy;N\A; PG - Children  ;9653;6.65;Kids;2002
5269;Touch: Miss Lonely Yesterday - Are kara, Kimi wa...;1540;Special;1;1 hr. 30 min.;Group TAC,Studio Junio;Unknown;Romance,Sports;N\A; R+ - Mild Nudity  ;8391;6.65;Shounen;1998
5270;Tsukumo;14853;Movie;1;14 min.;Sunrise;Original;N\A;N\A; PG-13 - Teens 13 or older  ;6288;6.65;N\A;2012
